content,Theme,label
"در روز اربعین همه ما را شناختند
با نام مستعار زیارت نرفته ها

اما هزار مرتبه شکر خدا که هست
مشهد در اختیار زیارت نرفته ها!!!

باب الحسین(ع) قسمت آنان که رفته اند
باب الجواد(ع) قرار زیارت نرفته ها

گفتند شاعران همه از حال زائران
این هم به افتخار زیارت نرفته ها

تصویر-بهمن۹۹ https://t.co/F5q5i1e96D","عشق،جامانده،غم",positive
"این روزها من و انتظار با هم عجین شده‌ایم.
 نه پایم به اربعین حسین رسید و نه دستم به ضریح رضا...
دلم اما همیشه دخیل شماست آقا جان...
مگر فرقی می‌کند کجا باشم؟؟؟
#همه_خادم_الرضاییم","عشق،جامانده،غم",positive
@IranMehrDokht ان شالله سال بعد اربعین چای عراقی که خوردی یادم کن💔,"عشق،جامانده",positive
"مردم شریف #عراق
۱۵ میلیون نفر از شما در راهپیمایی بزرگ #اربعین شرکت میکنه.
انتخاب نمایندگانی امام حسینی، ضد آمریکایی و ضد فساد فکر نمیکنم کار سختی برای شما باشه!
قاتلان سلیمانی و ابومهدی را از کشورتان به بیرون پرت کنید.

#انتخابات_العراق 
#انتخابات_مجلس_الشورى",سیاسی,positive
شنیده بودم قبل از اومدن کرونا هر سال اربعین زیرزمین حرم حضرت ابالفضل رو برای خانمها تدارک می دیدند خیلی‌ها هم شب همونجا می خوابیدن دلم می خواست یه بار تجربه کنم که متاسفانه نشد🥺,"عشق،کرونا،غم",positive
اربعین و شبح هولناک پیک ششم - #خامنه‌ای_جنایتکار https://t.co/abpBQetxoe,"سیاسی،اهانت،کرونا",negative
"آه از اربعین بکشیم که دو ساله قسمت نشده یا از امام رضایی که اونم دو ساله قسمت نشده؟؟ 
#عشاق_الرضا   #خادم_الرضاییم","عشق،جامانده،غم",positive
"زیارت امام رضا(ع) مرحمی بر دلهایی که نتونستن اربعین کربلا باشن
دعا گوی همه دوستان بودم
انشالله به حق امام رئوف حاجات دل همه دوستداران اهل بیت برآورده بشه 🤲🤲🤲
#همه_خادم_الرضاییم https://t.co/APs0FyXTdl","عشق،جامانده،شادی",positive
@Enghellabii خیلی خوبه منم دوست دارم میخواستم امسال اربعین کربلا بخرم که امام حسین اصلا راهم نداد 😢,"عشق،جامانده،غم",positive
"@F_Yaserovsky وقتي كسي نفهميد  يا  عمدا خودش رو به نفهمي زد  بايد از قوه قهريه استفاده كرد
همينا اگر كرونا بگيرن  همه عالم و آدم رو مقصر ميدونن غير از خودشون
علاجش این بود که از قبل اربعین پلیس جاده ها رو محدود میکرد    و اعلام هم میکرد که  کسی راهی جاده نشه
انگار بعضيا از اين وضع سود ميبرن","کرونا،انتقاد",negative
@fadaei1382 هم اونی که میره شمال تو شیوع کرونا کمک میکنه هم اونی که میره اربعین,"کرونا،انتقاد",negative
"اربعین کرب و بلایی نشدم اما کاش 
آخر ماه صفر زائر مشهد باشم 

 #همه_خادم_الرضاییم https://t.co/aR5uG0v61z","عشق،جامانده،غم",positive
"@reyhan_markar @ali_alikhanii جوری میزنند که تا اربعین سال آینده اورانیوم بزنه بیرون.🤭
#نه‌_به‌_جمهوری‌_اسلامی #حیدر_قربانی #اعدام_نکنید",سیاسی,negative
"دلتنگي اربعين كشت ما را
اي غريب طوس
 چشم عنايتي... https://t.co/kTyjBxL76R","عشق،جامانده،غم",positive
"روزی سیصد نفر بخاطر #کرونا میمیرنا
این مسافرت رفتنا چیه! اونیکی میره اربعین این یکی میره شمال","کرونا،انتقاد",negative
"اگر اربعین رفتی و اونم پیاده از نجف تا کربلا و اون حرف را نزدی

تو بین الحرمین هر چی خواستی بهم بگو اونم کنار بارگاه ملکوتی مولا https://t.co/EVnGunMhTC https://t.co/izKmNN1Icp",عشق,positive
"از اربعین که جاماندیم، لااقل آقا، مشهد بطلب...
#خادم_الرضاییم https://t.co/QNE513MPYJ","عشق،جامانده،غم",positive
"یه‌سریاتون که اربعین کربلا بودید
یه سریاتونم که الان مشهدید
ما هم که...:)))))
اشکالی نداره🚶🏻‍♀️","عشق،جامانده،غم",positive
"@Mirzaabenevis متأسفانه درصد زیادی از مردم فکر می‌کنن با واکسن تبدیل به سوپرمن میشن و دیگه باید بزنن به دل جمعیت و ماسک رو هم بندازن سطل آشغال. 
معلوم نیست بعد از اربعین و سفرهای این هفته، چی در انتظارمونه...","کرونا،انتقاد،ترس",negative
@armyfaeze رفته بودیم واسه اربعین کربلا نت نداشتم نمیتونستم بیامممم ییجمیمثمث نه بابا من نمیرمممم منم خوبم ب خوبیت بخدا مث چی دلم واست تنگ شده بود,دلتنگی,neutral
یعنی دیگه اربعین شیطون بلا نداریم؟ https://t.co/AAQBSuM89B,طنز,negative
"از اول محرم یه میلان(کوچه) بالاتر که بن بست هست رو همسایه ها فرش پهن کردن و تو فضای باز  دهه اول محرم، اربعین، و چهلم هشتم رو مراسم میگیرن.
یه ایده خوب برا دوران کرونا و حتی بعد کرونا ان شاءالله.","کرونا،تشویق",positive
"همیشه بعد از محرم و صفر 
سفر #اربعین رفته بودیم 
شب #شهادت_امام_رضا(ع) رو عزاداری کرده بودیم
خستگی های روحی و جسمی برطرف شده بود‌
بعدش با قدرت یکسال جدید معنوی رو شروع میکردیم 
اما دوساله اربعین جور نشد که بریم انگاری خسته ایم
قربونت برم امام رضا که هوامون داری
#همه_خادم_الرضاییم",خاطره گویی,positive
@rahelehjalalim @rezash76t انشالله برای اربعین سال بعد,"انتظار،جامانده",positive
"من دو بار توفیق شد برم زیارت اربعین هر دو بار از حرم امام رضا ع گرفتم 
و هزاران حاجت دیگر
معرفت ما کافی نیست وگرنه خود حضرت حاجت ماست که چون نمیشناسیمش، نمیدانیم داریمش
#همه_خادم_الرضاییم https://t.co/Yd3jUoga31","خاطره گویی،عشق",positive
@majidii_ir نه ... متاسفانه اربعین نبوده,جواب,neutral
@shahpar37223410 این چند بار اربعین شامل اربعین هم میشه ؟؟؟,سوال,neutral
"مولای من یا امام رضا براتِ اربعین سال بعد ما رو
 امشب امضا بفرما...
#همه_خادم_الرضاییم","عشق،جامانده،غم",positive
"من یقین دارم که قبل از اربعین آقای من
از نجف تا کربلا  ما را تو دعوت میکنی
#خادم_الرضاییم 
#رضا_معین_الضعفا","عشق،انتظار",positive
الهی شکر اگه نتونستیم اربعین رو در کربلا درک کنیم خدا لطف کرده و می تونیم به زائران امامرضاخدمتکنیم #همه_خادم_الرضاییم,"عشق،جامانده",positive
"@haajy_2003 یه بنده خدایی رو می‌شناسم که از یک ماه قبل اربعین تا همین چند روز پیش در حال زخمی کردن ما بود

اگه الان هم مشهد باشه دیگه کارمون تمومه...","کرونا،طنز",negative
"ایام ۲۸ صفر در نجف اشرف چه غوغایی بود مثل اربعین
#يارسول_الله https://t.co/9szg6qZUrp","خاطره گویی،عشق",positive
"بزرگواران مطالبه گر و نقاد به زائرای اربعین (فارغ از درست یا غلط بودن)، اگه صلاح دونستید یه نقدی هم به این جمعیتی که تو این ایام عزا به شمال کشور حمله ور شدند داشته باشید بد نیست!","انتقاد،کرونا",positive
"بعد جاموندن از اربعین امسال دلخوش به کرامات امام رضا علیه السلام بودیم که نصیبمون نشد وباز هم جا ماندگانیم.

#همه_خادم_الرضاییم","عشق،جامانده،غم",positive
"هر چه نقشه در سرم بود برای اربعین برعکس شد
مثل هرسال دوباره قسمتم از کربلا یک عکس شد.
#حب_الحسین_یجمعنا
یا حسین","عشق،جامانده،غم",positive
"@Sajjad_Abedii مردتیکه
تو که خودت رو  تو سفر اربعین دیدی 
با هر چی مگه شوخی میکنتد 
آدم باش",انتقاد,negative
